datasetid,recordid,record_timestamp,commune,obs_gestion,section,geo_point_2d,nom_voie,mot_directeur,pole,tm,observations,code_insee,carte_velo,longueur_m,type,obs_type,revetement,eclairage,geometry_type,geometry_coordinates,geo_shape_type,geo_shape_coordinates_1,geo_shape_coordinates_2,geo_shape_coordinates_3
reseau-cyclable-et-vert,aff94ed15c3ce284b4027405eccf8df06b88f942,2021-10-06 00:01:14.899+02:00,Launaguet,TM,,"(43.6681311964, 1.4493031376499999)",,,Nord,oui,,31282,Piste cyclable ou partagee,846,RC,voie verte,filerise,,Point,"(1.4493031376499999, 43.6681311964)",MultiLineString,"[(1.4516509766902161, 43.67081523184035), (1.4513562303763141, 43.67065114382804), (1.4516128193058861, 43.670223606537874), (1.451560382339377, 43.67015602099589), (1.451359348444317, 43.67008916916493), (1.451055089259146, 43.669951496616235), (1.4502255531216899, 43.66955047781426), (1.449595474018571, 43.66929868888698), (1.449453900016336, 43.66928993418787), (1.449470202066825, 43.669245593918376), (1.44940789203408, 43.66914103115756), (1.449354702087589, 43.66894855160533), (1.449286039686418, 43.6686575524737), (1.449199316778816, 43.66835411334338), (1.449125630563934, 43.66813782016645), (1.449000555368819, 43.66791874604965), (1.448823447538369, 43.667686043627334), (1.448724059072388, 43.667620929405395), (1.44860734851557, 43.66758122272466), (1.448391279657241, 43.667561554754634), (1.448289988869325, 43.66753710786856), (1.448222991109593, 43.66748454441115), (1.44818363368683, 43.66741422309707), (1.448169205098813, 43.66733274396162), (1.448227347033007, 43.66727926962812), (1.44833872030758, 43.66715241613053), (1.448482094509153, 43.6669766131094), (1.448551863183588, 43.666842810047534), (1.448583027049359, 43.6665875997278), (1.4485366502248571, 43.666376250600834), (1.4484184876770771, 43.666258951021376), (1.448097107920955, 43.66604733830198), (1.447646620601801, 43.66575334432185), (1.447334695910743, 43.665520044036164), (1.447295089511373, 43.665466749242476), (1.44706667102834, 43.66513948988127)]",,
reseau-cyclable-et-vert,101943e11fa5b9cce6fe5d855d70ea70df758331,2021-10-06 00:01:14.899+02:00,Castelginest,TM,,"(43.6993501553, 1.4501009487699998)",,,Nord,oui,,31116,Reseau vert,514,RV,reseau vert,,,Point,"(1.4501009487699998, 43.6993501553)",MultiLineString,"[(1.448496533167683, 43.70095966986571), (1.4483240923030212, 43.7005420258112), (1.448352227173766, 43.70040411209854), (1.448557289760192, 43.700295020849964), (1.44885316856332, 43.7002169174455), (1.449291919379479, 43.70000274225803), (1.4495872851566791, 43.699871649667166), (1.449852374777708, 43.69975924064826), (1.450420213099156, 43.699457134834596), (1.450587221295909, 43.699275838663695), (1.4509642575046922, 43.69882558882607), (1.451283900945123, 43.698375837523855), (1.451471364738301, 43.698045210968054), (1.451567902878754, 43.697779158402035), (1.4516824304323341, 43.69761826486039), (1.4518065368215711, 43.697515159032335), (1.451816619751934, 43.6974509006193)]",,
reseau-cyclable-et-vert,89fc51a39759be410284f80deb3b3a23f1d65847,2021-10-06 00:01:14.899+02:00,Mondonville,TM,,"(43.645849936, 1.26485686986)",,,Ouest,oui,,31351,Reseau vert,145,RV,reseau vert,,,Point,"(1.26485686986, 43.645849936)",MultiLineString,"[(1.265743662846189, 43.64579369425343), (1.265580883500768, 43.64583046705096), (1.265057381649902, 43.64588796244198), (1.2639656822387861, 43.64581452455201)]",,
reseau-cyclable-et-vert,0bd879cfc5aa76598fa49a00ba3a39fbf603794e,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6472797027, 1.37852718762)",,,Ouest,oui,,31069,Piste cyclable ou partagee,487,RC,piste cyclable,,,Point,"(1.37852718762, 43.6472797027)",MultiLineString,"[(1.3765161950320501, 43.6487369113934), (1.376598085493625, 43.64858716884527), (1.377181144534014, 43.64822311398165), (1.377539789040392, 43.64803976183414), (1.378034288556798, 43.647834848067895), (1.378109442189652, 43.64777966240044), (1.378154956767034, 43.64770435681505), (1.378203098353014, 43.647627181346785), (1.378291143628628, 43.64758061869793), (1.378403449473102, 43.64756453771121), (1.37854243948654, 43.64759125867809), (1.378625981312867, 43.64758155664391), (1.37869551848284, 43.647551869323216), (1.378831582667853, 43.64735432949196), (1.3790333204438951, 43.647042863361236), (1.379477749824205, 43.646384323359946), (1.379659360371291, 43.64619000788296), (1.379941886905015, 43.645958697952594), (1.3801789994442761, 43.645797016472585), (1.3802277427104221, 43.64576336770772), (1.38044631457936, 43.645701821970256)]",,
reseau-cyclable-et-vert,135ba271d17367729c5237239798bd3ac6abc4d6,2021-10-06 00:01:14.899+02:00,Blagnac,TM,,"(43.6413954738, 1.38134254227)",,,Ouest,oui,,31069,Piste cyclable ou partagee,75,RC,piste cyclable,,,Point,"(1.38134254227, 43.6413954738)",MultiLineString,"[(1.381536947301051, 43.641703187806584), (1.381148137235119, 43.641087759766634)]",,
reseau-cyclable-et-vert,3be693806213835638193dc60c608eec3e05eac4,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.6217550894, 1.29910091818)",,,Ouest,oui,,31149,Reseau vert,558,RV,reseau vert,,,Point,"(1.29910091818, 43.6217550894)",MultiLineString,"[(1.299893176810518, 43.6200956495871), (1.299683178023841, 43.620414471005724), (1.299268533828299, 43.62074277043279), (1.299067337460735, 43.62092921101516), (1.298860473846156, 43.6212168362647), (1.298589936502341, 43.621571054465655), (1.2983738260099291, 43.62171572562155), (1.298218463211074, 43.621887446624164), (1.2980958156297029, 43.6220500053848), (1.298209396799953, 43.62225919952146), (1.298179604832816, 43.622399901886936), (1.298246782133164, 43.6225812323286), (1.298367465685426, 43.622681684049695), (1.298563122807868, 43.622739300843214), (1.298849628993964, 43.6227409812659), (1.2990911848400999, 43.62255585680547), (1.2995892998269651, 43.62222169876048), (1.300005111018764, 43.621976669548935), (1.300581797426296, 43.621767170813264)]",,
reseau-cyclable-et-vert,0cd7a9cf7a4cad824b1e6943723ff0bbc4fdf6d7,2021-10-06 00:01:14.899+02:00,Fenouillet,TM,,"(43.6870209274, 1.38608798814)",,,Nord,oui,,31182,Piste cyclable ou partagee,261,RC,piste cyclable,,,Point,"(1.38608798814, 43.6870209274)",MultiLineString,"[(1.387112255826369, 43.68788259216035), (1.38710885266668, 43.68785039614424), (1.38706078711261, 43.68783958634423), (1.3870168072766011, 43.687817456496504), (1.386988667421541, 43.687783160353334), (1.386967218907768, 43.68773851131148), (1.386916157165855, 43.68766996289698), (1.386853227850368, 43.68760982995388), (1.386740995536095, 43.68753414544274), (1.386610294984006, 43.68747249707707), (1.3863678192331381, 43.68730678434454), (1.386211528134637, 43.68721464664811), (1.386129267947971, 43.68714015895639), (1.386038250084078, 43.68704289058384), (1.385965359424943, 43.68695334131071), (1.385916830836611, 43.68688954487883), (1.385756700465867, 43.68671127405141), (1.385563775644856, 43.68654502982519), (1.385482575816642, 43.686486634334635), (1.385294267263897, 43.68635827222333), (1.385219383630329, 43.6863122310338), (1.385182267471607, 43.68626839649171), (1.38517903688608, 43.6862257944552), (1.385192696142865, 43.686187117141905), (1.385270829336482, 43.686111135746096)]",,
reseau-cyclable-et-vert,ba61e49f84da459b1a4c7c9ccfb9af4232f3488c,2021-10-06 00:01:14.899+02:00,Pibrac,TM,,"(43.6221905446, 1.2697869180499999)",,,Ouest,oui,,31417,Reseau vert,348,RV,reseau vert,,,Point,"(1.2697869180499999, 43.6221905446)",MultiLineString,"[(1.271044055583988, 43.621145828483634), (1.270847938549306, 43.621626520175745), (1.270681792155359, 43.621814185826075), (1.270310947018056, 43.62201411715409), (1.2698408578544291, 43.62215539725875), (1.269646973897591, 43.6222188544868), (1.269195242695646, 43.622207028473554), (1.269097154646016, 43.62222975748477), (1.268966737824506, 43.62253129723903), (1.26871267949132, 43.62333786027736)]",,
reseau-cyclable-et-vert,955ebb4f72830922bd2281efdbbcea79923b59ca,2021-10-06 00:01:14.899+02:00,Saint-Orens de Gameville,TM,,"(43.5678651866, 1.5418151140499998)",,,Est,oui,,31506,Reseau vert,380,RV,reseau vert,,,Point,"(1.5418151140499998, 43.5678651866)",MultiLineString,"[(1.539830212729462, 43.5687318410256), (1.540202754536833, 43.568573429614055), (1.540746042461659, 43.568326533578094), (1.542869771856207, 43.567430350938935), (1.543558740860984, 43.567087014024764), (1.543680184278339, 43.566857958940886)]",,
reseau-cyclable-et-vert,d5064d575915278efefead1e2f5301d558d5dc3f,2021-10-06 00:01:14.899+02:00,Villeneuve-Tolosane,TM,,"(43.5234382027, 1.34591713798)",,,Sud,oui,,31588,Piste cyclable ou partagee,650,RC,piste cyclable,,,Point,"(1.34591713798, 43.5234382027)",MultiLineString,"[(1.344338374899913, 43.524904095847674), (1.344423628910115, 43.52485942948192), (1.344505650369746, 43.52485352597057), (1.344862517557315, 43.52473933450845), (1.344977474974923, 43.524707227593495), (1.3451384962984672, 43.52471999367267), (1.34542181553639, 43.52480668432608), (1.345660082498626, 43.52486648728314), (1.345793896471579, 43.524873336613126), (1.345891901025336, 43.52484391897256), (1.3459354896897051, 43.524802669728444), (1.345950546347987, 43.52475738712687), (1.345931841621431, 43.52470897035131), (1.345875284970538, 43.52466968200037), (1.34578748856356, 43.52463201480641), (1.3457308812268431, 43.52459556513786), (1.3457016169088392, 43.52455651655575), (1.345702530348865, 43.52450164858172), (1.345677577070066, 43.5244380373139), (1.345614814127766, 43.52438071910467), (1.345590063921547, 43.52430481109816), (1.345656104629814, 43.52424294501467), (1.34573649972363, 43.524177418796675), (1.345788303905826, 43.5241116430702), (1.345490149554459, 43.52389993299642), (1.345661287435703, 43.523772757984645), (1.345820346336044, 43.523668183122155), (1.3461971316675712, 43.523371557589726), (1.3461869023083222, 43.52288988174447), (1.345827146134825, 43.52262938048653), (1.346483503065848, 43.52201635192908), (1.346531475685997, 43.52194581250703), (1.346640099777647, 43.52198176991111), (1.347357114750862, 43.521237755587364)]",,
reseau-cyclable-et-vert,51955bd01e2cc8a0d7a63c3a5b8fa85f36805e97,2021-10-06 00:01:14.899+02:00,Colomiers,TM,,"(43.6273194996, 1.3020684644)",,,Ouest,oui,,31149,Reseau vert,80,RV,reseau vert,,,Point,"(1.3020684644, 43.6273194996)",MultiLineString,"[(1.301678665601371, 43.62754207021441), (1.30175643854349, 43.627488851314126), (1.301840539463291, 43.62744609624978), (1.301928560828849, 43.62740243181993), (1.30245876435156, 43.62709693610599)]",,
reseau-cyclable-et-vert,d426e525a6f646235857403d277dde682043b468,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.5506716104, 1.44505935816)",,,Est,oui,,31555,Reseau vert,699,RV,reseau vert,,,Point,"(1.44505935816, 43.5506716104)",MultiLineString,"[(1.443288378528776, 43.551093057446195), (1.44342547624977, 43.55112695968132), (1.443537104957017, 43.55118281594593), (1.443600667847547, 43.55124499410621), (1.443656636599097, 43.551304280911516), (1.443728539331576, 43.55134009137915), (1.443804873759843, 43.55135226869298), (1.443883769738171, 43.55133939585844), (1.444076734719671, 43.55128625030217), (1.444865100044617, 43.551103148917555), (1.445734509199746, 43.550897443699775), (1.446552550359206, 43.55067710337702), (1.4466168583335262, 43.550634765299506), (1.4466642050707699, 43.55058104854736), (1.446998737315937, 43.55050237329334), (1.447105785653763, 43.55047672237032), (1.447107511763485, 43.550448353455465), (1.446885459803608, 43.550422007776994), (1.446603136033954, 43.550425463144784), (1.4455370195069581, 43.55047573125359), (1.445131537677198, 43.55045077520926), (1.4447690470268562, 43.55042142729181), (1.444316515855399, 43.55041123628961), (1.44390600531589, 43.550374883022165), (1.4435572909388, 43.550294548382496), (1.44325451853977, 43.55027323491723), (1.442789040625059, 43.55008506358309)]",,
reseau-cyclable-et-vert,5c37b9ba9c39abd76a34688d87bd7e089c165f6c,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.5570754597, 1.45072854357)",,,Est,oui,,31555,Reseau vert,260,RV,reseau vert,,,Point,"(1.45072854357, 43.5570754597)",MultiLineString,"[(1.452205924732944, 43.55727299762888), (1.452133058640856, 43.55727337333912), (1.451941078216868, 43.55723591941459), (1.451719393530381, 43.55718309586585), (1.451401336225133, 43.55713708564954), (1.451219419737747, 43.55712241749363), (1.450775257310847, 43.557070686812416), (1.4506585632615732, 43.55713221816523), (1.450553198842561, 43.55713139353237), (1.450330080237397, 43.557088016873095), (1.4502017461455812, 43.55705673441208), (1.450044448164897, 43.557048880114955), (1.449872702249859, 43.55705037253774), (1.449725550294225, 43.55705962546064), (1.449731954408069, 43.55689126587692), (1.449691230856296, 43.5568303936091), (1.449616676920019, 43.55676925807699), (1.44942408281025, 43.55668543426792)]",,
reseau-cyclable-et-vert,68c3ee9d2526889e3df2fca91b520735a07f6815,2021-10-06 00:01:14.899+02:00,Toulouse,TM,,"(43.615139622, 1.44499120065)",,,Centre,oui,,31555,Reseau vert,969,RV,reseau vert,,,Point,"(1.44499120065, 43.615139622)",MultiLineString,"[(1.4393611115079281, 43.616035522573675), (1.439711215551482, 43.61596165945016), (1.440136339122223, 43.615835405690625), (1.440759762679846, 43.61559812923137), (1.4416052391344532, 43.615315296858185), (1.442458535218625, 43.615118620469964), (1.443109704169256, 43.615027252918644), (1.443793250372313, 43.6150354816287), (1.444610154672554, 43.61509490155918), (1.44582469075069, 43.6152984178205), (1.446577443932328, 43.61538097234811), (1.447186956496359, 43.61537629954061), (1.44747429957253, 43.61531894997224), (1.448092462323876, 43.615082537793256), (1.449277962003691, 43.61452415541265), (1.450380876694393, 43.61400106667378), (1.4505053786619921, 43.61394716595041)]",,
reseau-cyclable-et-vert,df5907e5de00780179b3096dc59c3883d95173d5,2021-10-06 00:01:14.899+02:00,Balma,TM,,"(43.6203481959, 1.51156850921)",,,Est,oui,,31044,Reseau vert,198,RV,reseau vert,,,Point,"(1.51156850921, 43.6203481959)",MultiLineString,"[(1.5122342100074242, 43.62108511375397), (1.5120685991588099, 43.62091171300469), (1.511810710074086, 43.620630729582274), (1.511059252398772, 43.61978320394094), (1.510965846628193, 43.61956869830512)]",,
reseau-cyclable-et-vert,1e53b80c717be4bdb2aa3df1263a45a51d97a733,2021-10-06 00:01:14.899+02:00,Cugnaux,TM,,"(43.535533576, 1.3480423747499999)",,,Sud,oui,,31157,Piste cyclable ou partagee,262,RC,piste cyclable,,,Point,"(1.3480423747499999, 43.535533576)",MultiLineString,"[(1.3489435801069551, 43.53642866854118), (1.348900102515475, 43.53638382167596), (1.34828006108453, 43.535656498992815), (1.347942895150117, 43.53544067201771), (1.347801448355076, 43.53550093453296), (1.347444263638011, 43.53500108669449), (1.347245684964036, 43.53458399464058)]",,
reseau-cyclable-et-vert,56d4b9efbd5b1833a97627f0aed8b8c96a4526f9,2021-10-06 00:01:14.899+02:00,L'Union,TM,,"(43.6484840768, 1.4765029110799999)",,,Nord,oui,,31561,Piste cyclable ou partagee,879,RC,piste cyclable,,,Point,"(1.4765029110799999, 43.6484840768)",MultiLineString,"[(1.471788616759283, 43.64969800199837), (1.472020356859605, 43.649621241143144), (1.47204775912856, 43.649618612569), (1.472004346132958, 43.649556783163284), (1.4720770780451211, 43.649573421960895), (1.472191670089562, 43.64957808078062), (1.472339093230894, 43.64956501392492), (1.4726266132114, 43.64941487922227), (1.472712088734264, 43.64936065536584), (1.472857959734122, 43.64927472382044), (1.473042695266024, 43.64920422705332), (1.473154493362098, 43.64913222720681), (1.473278871391059, 43.64900071807127), (1.473479624053569, 43.64899373147608), (1.473595857455088, 43.64906557736659), (1.474155302069218, 43.64894210992088), (1.474471318866317, 43.648893422619004), (1.474796742581861, 43.648824938548564), (1.475696262114956, 43.64861038384872), (1.475787895474961, 43.648580803935474), (1.475870896328374, 43.64851709832846), (1.475913102935572, 43.648481465806036), (1.476254031775945, 43.648421611559755), (1.476354090314442, 43.64844034683729), (1.476459702479185, 43.64843547234253), (1.476628427583374, 43.648390391743376), (1.477680920938108, 43.64813819073034), (1.4780638744867631, 43.648054996150016), (1.478556277226418, 43.64788085454264), (1.479045927596689, 43.647717097350544), (1.479127350258738, 43.647672300190216), (1.479167127955624, 43.647624348451984), (1.479182262751198, 43.647568640558966), (1.4792174658294481, 43.64747618691017), (1.479323384220877, 43.647449552084296), (1.479373780027246, 43.647478315635944), (1.479442113942276, 43.647528977699274), (1.4794936137418921, 43.64757194307479), (1.47953068473948, 43.64762142176573), (1.479684493169954, 43.647707735710405), (1.48053972819498, 43.64803493663223), (1.481259459906819, 43.64827310890358)]",,
reseau-cyclable-et-vert,6ec0a5f692ea66b85b36ce347b96a06a23e6ec83,2021-10-06 00:01:14.899+02:00,Aucamville,TM,,"(43.6679168527, 1.42758262234)",,,Nord,oui,,31022,Piste cyclable ou partagee,44,RC,piste cyclable,,,Point,"(1.42758262234, 43.6679168527)",MultiLineString,"[(1.427435390026851, 43.668086463628214), (1.427621414998377, 43.667869963320925), (1.427694388450685, 43.66778539645021), (1.427740395332445, 43.667760219542636)]",,
reseau-cyclable-et-vert,fbfa4e18980fba13bfe8eedf15a3932bce0b8a15,2021-10-06 00:01:14.899+02:00,Blagnac,Etat,,"(43.633108457, 1.37478502113)",,,Ouest,oui,,31069,Piste cyclable ou partagee,101,RC,piste cyclable,,,Point,"(1.37478502113, 43.633108457)",MultiLineString,"[(1.3742338398200231, 43.63288560613754), (1.37473668229221, 43.63310394395929), (1.375345449261892, 43.63330717621153)]",,
reseau-cyclable-et-vert,16c83f13fd4ee5f45e549fd2646b95f19bc8be67,2021-10-06 00:01:14.899+02:00,Pibrac,TM,,"(43.6213790752, 1.286370474)",,,Ouest,oui,,31417,Piste cyclable ou partagee,68,RC,piste cyclable,,,Point,"(1.286370474, 43.6213790752)",MultiLineString,"[(1.286764470258774, 43.62148190189337), (1.286633250200357, 43.62146365374936), (1.2864130099664, 43.6213972725504), (1.285981825001799, 43.62125418921906)]",,
reseau-cyclable-et-vert,9f59beffbc887cd7f53d1187806819dbcf46bc35,2021-10-06 00:01:14.899+02:00,Seilh,TM,,"(43.6758839195, 1.36781822765)",,,Ouest,oui,,31541,Piste cyclable ou partagee,664,RC,piste cyclable,,,Point,"(1.36781822765, 43.6758839195)",MultiLineString,"[(1.3676562970674762, 43.672972487866346), (1.3677407627898281, 43.67314919119643), (1.367853425724026, 43.67327504398639), (1.367942172044651, 43.67350949767115), (1.367992213735385, 43.673638599192586), (1.368043749064773, 43.673836781771094), (1.368081567415929, 43.674076478398696), (1.3680888339702522, 43.67435186668028), (1.368076270607874, 43.67456369295839), (1.368061119264072, 43.674694131027934), (1.3679697360308, 43.67518439498406), (1.367917628929199, 43.67542332209535), (1.367862270452699, 43.67570195911778), (1.367770344891785, 43.67614491002732), (1.3677585181776721, 43.6763113301177), (1.367746268397896, 43.676905398493716), (1.367750174768215, 43.677146696177175), (1.367732227022851, 43.67744930608565), (1.36768408978122, 43.67776490533811), (1.36741607757257, 43.678856346823736)]",,
